Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Summary,50-Shot CoT | Summary,1291089.0,2.768327608157462e-15,3.3219931297889545e-15,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,10-Shot | Summary,0.0,3.5401250704195245e-155,5.841206366192215e-155,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,20-Shot | Summary,246152.0,1.8189160573248004e-216,3.3346794384288007e-216,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,50-Shot | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,0-Shot CoT | Notes,11228.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,0-Shot CoT | Summary,2138.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,5-Shot CoT | Summary,2955.0,0.0003308173664358078,0.00035216042233489217,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,10-Shot CoT | Summary,1109080.0,9.052086995069724e-24,1.1948754833492036e-23,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,20-Shot CoT | Summary,1246319.0,6.473386145407845e-16,7.911916399942921e-16,True,0.0007768692078230499,0.0007575757575757576
5-Shot | Summary,50-Shot CoT | Summary,405.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,20-Shot | Summary,1307091.0,4.117795310519731e-15,4.853115901683968e-15,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,50-Shot | Summary,2784.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,0-Shot CoT | Notes,383858.0,6.823738439604553e-248,1.452795925851292e-247,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,0-Shot CoT | Summary,424828.0,6.521533775028821e-232,1.2659447916232418e-231,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,5-Shot CoT | Summary,1444.0,1.1744105407660127e-145,1.8455022783465914e-145,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,10-Shot CoT | Summary,1421917.0,4.825134947456427e-05,5.30764844220207e-05,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,20-Shot CoT | Summary,1417757.0,0.0014216987585108024,0.0014435710471032764,True,0.0007768692078230499,0.0007575757575757576
10-Shot | Summary,50-Shot CoT | Summary,415168.0,7.530064576802236e-238,1.5060129153604472e-237,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,50-Shot | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Notes,35929.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,0-Shot CoT | Summary,31571.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,5-Shot CoT | Summary,247848.5,4.631653989309729e-222,8.733976094126918e-222,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,10-Shot CoT | Summary,192360.0,0.0011630654562819582,0.0011994112517907693,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,20-Shot CoT | Summary,1299145.5,2.1182958730381982e-12,2.369619112212222e-12,True,0.0007768692078230499,0.0007575757575757576
20-Shot | Summary,50-Shot CoT | Summary,5160.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Notes,500258.0,1.6008499737639086e-200,2.855570223470756e-200,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,0-Shot CoT | Summary,335352.0,1.667086631846755e-278,4.075100655625401e-278,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,5-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,10-Shot CoT | Summary,163368.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,20-Shot CoT | Summary,151368.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
50-Shot | Summary,50-Shot CoT | Summary,80844.0,4.9576733328491694e-57,6.96183914825628e-57,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,0-Shot CoT | Summary,4393.0,1.6717905959949723e-42,2.298712069493087e-42,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,5-Shot CoT | Summary,23203.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,10-Shot CoT | Summary,2401.5,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,20-Shot CoT | Summary,1539.5,1.1934751338908394e-180,2.0728778641261944e-180,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Notes,50-Shot CoT | Summary,452013.0,2.1706148214923668e-93,3.114360396054265e-93,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,5-Shot CoT | Summary,16881.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,10-Shot CoT | Summary,18861.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,20-Shot CoT | Summary,569.0,5.396050008290032e-159,9.131776937106209e-159,True,0.0007768692078230499,0.0007575757575757576
0-Shot CoT | Summary,50-Shot CoT | Summary,22017.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,10-Shot CoT | Summary,1231394.0,3.876895999733299e-21,5.0171595290666225e-21,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,20-Shot CoT | Summary,1239870.0,6.830596511636511e-13,7.772747754620857e-13,True,0.0007768692078230499,0.0007575757575757576
5-Shot CoT | Summary,50-Shot CoT | Summary,14181.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,20-Shot CoT | Summary,1208201.0,3.852539608107233e-24,5.189134982348518e-24,True,0.0007768692078230499,0.0007575757575757576
10-Shot CoT | Summary,50-Shot CoT | Summary,14472.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
20-Shot CoT | Summary,50-Shot CoT | Summary,0.0,0.0,0.0,True,0.0007768692078230499,0.0007575757575757576
