Metric,boot_values,ci_percent,mean_value,lower_ci,upper_ci,lower_ci_percentile,upper_ci_percentile
Aggregate/MAE/MAE,[1.02215729 1.18647476 1.16818921 ... 1.23864405 1.26566807 1.35056378],0.95,1.1467938941944946,0.9913239064890716,1.325906912918925,0.025000000000000022,0.975
Aggregate/MAE/MaxError,[15.9039039 44.9039039 44.9039039 ... 44.9039039 44.9039039 44.9039039],0.95,41.447103903903894,27.903903903903903,44.9039039039039,0.025000000000000022,0.975
