Metric,boot_values,ci_percent,mean_value,lower_ci,upper_ci,lower_ci_percentile,upper_ci_percentile
Aggregate/MCC/MCC,"[-0.13220095  0.02312113 -0.04753742 ... -0.04894415 -0.02784242
 -0.02736802]",0.95,-0.024990818573593997,-0.1054115823589081,0.05598786816821864,0.025000000000000022,0.975
Aggregate/Accuracy/Accuracy,[0.43576389 0.51215278 0.47569444 ... 0.47569444 0.48611111 0.48611111],0.95,0.4877479166666666,0.4479166666666667,0.5277777777777778,0.025000000000000022,0.975
Aggregate/F1/Micro,[0.43576389 0.51215278 0.47569444 ... 0.47569444 0.48611111 0.48611111],0.95,0.4877479166666666,0.4479166666666667,0.5277777777777778,0.025000000000000022,0.975
Classwise/F1/False,[0.39703154 0.46982055],0.95,0.43342604726897427,0.3988512652576973,0.4680008292802513,0.025000000000000022,0.975
Classwise/F1/True,[0.49186257 0.53088481],0.95,0.5113736879126453,0.4928381238169704,0.5299092520083202,0.025000000000000022,0.975
