Prompt,Prompt1,Prompt2,statistic,pvalue,corrected_pvalue,reject_H0,corrected_alpha_sidak,corrected_alpha_bonferroni
0-Shot | Notes,short,medium,4904344.0,2.1641664411087534e-266,3.246249661663131e-266,True,0.016952427508441503,0.016666666666666666
0-Shot | Notes,short,long,5069930.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
0-Shot | Notes,medium,long,3359242.0,4.383874232840762e-06,4.383874232840762e-06,True,0.016952427508441503,0.016666666666666666
0-Shot | Summary,short,medium,3040190.0,0.09651392476833899,0.09651392476833899,False,0.016952427508441503,0.016666666666666666
0-Shot | Summary,short,long,2447098.0,2.8389598413766742e-40,8.516879524130024e-40,True,0.016952427508441503,0.016666666666666666
0-Shot | Summary,medium,long,2528912.5,1.4974397578905608e-31,2.2461596368358413e-31,True,0.016952427508441503,0.016666666666666666
5-Shot | Summary,short,medium,1582607.0,1.0821426243361409e-200,1.0821426243361409e-200,True,0.016952427508441503,0.016666666666666666
5-Shot | Summary,short,long,396998.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
5-Shot | Summary,medium,long,1202451.5,0.0,0.0,True,0.016952427508441503,0.016666666666666666
10-Shot | Summary,short,medium,1941701.0,5.909100906839383e-119,1.7727302720518151e-118,True,0.016952427508441503,0.016666666666666666
10-Shot | Summary,short,long,2119940.0,2.338659873251884e-86,3.507989809877827e-86,True,0.016952427508441503,0.016666666666666666
10-Shot | Summary,medium,long,3324735.5,9.007155684034563e-05,9.007155684034563e-05,True,0.016952427508441503,0.016666666666666666
20-Shot | Summary,short,medium,1862459.0,3.791966324867248e-135,1.1375898974601745e-134,True,0.016952427508441503,0.016666666666666666
20-Shot | Summary,short,long,2569444.0,1.3270616371959341e-27,1.3270616371959341e-27,True,0.016952427508441503,0.016666666666666666
20-Shot | Summary,medium,long,3884424.5,3.9002771039879857e-50,5.850415655981979e-50,True,0.016952427508441503,0.016666666666666666
50-Shot | Summary,short,medium,773832.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
50-Shot | Summary,short,long,533977.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
50-Shot | Summary,medium,long,2569834.5,1.3722884053175192e-27,1.3722884053175192e-27,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Notes,short,medium,4938830.0,9.853857396938847e-277,2.956157219081654e-276,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Notes,short,long,4679340.0,8.812218858096198e-204,1.32183282871443e-203,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Notes,medium,long,2775694.0,7.484113875441185e-12,7.484113875441185e-12,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Summary,short,medium,1001501.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Summary,short,long,1614790.0,1.7172069945241999e-192,2.5758104917863e-192,True,0.016952427508441503,0.016666666666666666
0-Shot CoT | Summary,medium,long,3933454.0,1.4111917938656293e-56,1.4111917938656293e-56,True,0.016952427508441503,0.016666666666666666
5-Shot CoT | Summary,short,medium,161922.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
5-Shot CoT | Summary,short,long,643823.0,0.0,0.0,True,0.016952427508441503,0.016666666666666666
5-Shot CoT | Summary,medium,long,4650191.5,1.9994287599446756e-196,1.9994287599446756e-196,True,0.016952427508441503,0.016666666666666666
10-Shot CoT | Summary,short,medium,3825318.0,7.286618883982433e-43,2.18598566519473e-42,True,0.016952427508441503,0.016666666666666666
10-Shot CoT | Summary,short,long,3634293.0,1.8542133630135248e-23,2.7813200445202876e-23,True,0.016952427508441503,0.016666666666666666
10-Shot CoT | Summary,medium,long,2923427.0,7.750742775470139e-05,7.750742775470139e-05,True,0.016952427508441503,0.016666666666666666
20-Shot CoT | Summary,short,medium,3420640.0,6.888073610694522e-09,6.888073610694522e-09,True,0.016952427508441503,0.016666666666666666
20-Shot CoT | Summary,short,long,2468195.0,6.523299856263619e-38,9.78494978439543e-38,True,0.016952427508441503,0.016666666666666666
20-Shot CoT | Summary,medium,long,2170583.0,3.9796227506402163e-78,1.193886825192065e-77,True,0.016952427508441503,0.016666666666666666
50-Shot CoT | Summary,short,medium,1713589.0,2.165596043319478e-168,6.496788129958435e-168,True,0.016952427508441503,0.016666666666666666
50-Shot CoT | Summary,short,long,2274767.0,2.4807486908666805e-62,3.721123036300021e-62,True,0.016952427508441503,0.016666666666666666
50-Shot CoT | Summary,medium,long,3758634.0,1.9709072377341854e-35,1.9709072377341854e-35,True,0.016952427508441503,0.016666666666666666
